customer_id,snapshot_date,age,region,relationship_months,avg_monthly_inflow_6m,salary_inflow_ratio,inflow_cv_6m,avg_balance_6m,min_balance_6m,avg_monthly_spend_6m,monthly_txn_count_6m,digital_txn_ratio,cash_withdrawal_ratio,essential_spend_ratio,discretionary_spend_ratio,travel_spend_ratio,education_spend_ratio,business_merchant_ratio,investment_contribution_ratio,loan_balance,credit_card_utilisation,days_since_last_txn,monthly_app_logins_3m,products_held,overdraft_events_6m,late_payment_events_12m
C00450,2026-06-30,54,Canterbury,158,3032,0.442,0.339,4179,1651,1518,27,0.347,0.302,0.536,0.213,0.055,0.044,0.071,0.008,64032,0.103,32,2,1,0,0
C00451,2026-06-30,42,Waikato,106,6775,0.85,0.157,15656,6964,4716,49,0.84,0.096,0.541,0.208,0.056,0.051,0.083,0.133,407616,0.225,3,30,5,0,0
C00452,2026-06-30,56,Bay of Plenty,176,16919,0.561,0.111,69106,54796,3380,43,0.613,0.09,0.437,0.382,0.138,0.052,0.144,0.303,231737,0.097,4,14,6,0,0
C00453,2026-06-30,36,Wellington,1,2435,0.745,0.122,3097,753,2128,74,0.915,0.109,0.486,0.401,0.0,0.045,0.017,0.045,8464,0.447,6,30,5,0,0
C00454,2026-06-30,55,Canterbury,109,3769,0.425,0.322,10149,2766,2071,22,0.373,0.364,0.551,0.237,0.006,0.021,0.043,0.075,26461,0.0,16,6,2,0,0
C00455,2026-06-30,29,Canterbury,19,1990,0.793,0.29,2712,713,1428,77,0.926,0.0,0.444,0.33,0.034,0.085,0.041,0.02,6827,0.405,3,36,1,1,0
C00456,2026-06-30,19,Canterbury,4,2478,0.733,0.241,2121,963,1772,91,0.92,0.063,0.405,0.43,0.012,0.074,0.026,0.004,11932,0.461,5,21,1,0,0
C00457,2026-06-30,66,Waikato,126,24678,0.563,0.175,72353,53135,10999,46,0.81,0.123,0.501,0.294,0.145,0.056,0.11,0.31,220063,0.207,7,16,6,0,0
C00458,2026-06-30,31,Other,5,3900,0.762,0.23,3031,659,3197,81,0.95,0.036,0.436,0.342,0.031,0.073,0.0,0.015,7265,0.443,3,17,2,0,0
C00459,2026-06-30,46,Bay of Plenty,152,16241,0.509,0.161,114756,63237,4249,39,0.718,0.04,0.455,0.35,0.143,0.062,0.054,0.257,0,0.225,3,13,5,0,0
C00460,2026-06-30,24,Wellington,76,4985,0.767,0.292,2939,1199,4602,73,0.98,0.063,0.41,0.395,0.064,0.082,0.046,0.049,8286,0.307,2,24,3,0,0
C00461,2026-06-30,50,Wellington,70,7060,0.635,0.207,11848,3695,5851,99,0.829,0.0,0.314,0.499,0.054,0.042,0.018,0.107,45287,0.575,3,26,3,0,0
C00462,2026-06-30,49,Bay of Plenty,111,3992,0.371,0.279,7610,2713,2157,14,0.295,0.444,0.574,0.279,0.025,0.027,0.102,0.053,17897,0.048,33,7,2,2,0
C00463,2026-06-30,27,Bay of Plenty,47,3091,0.713,0.277,3798,961,2329,66,1.0,0.073,0.541,0.415,0.022,0.13,0.08,0.0,0,0.142,3,20,2,0,0
C00464,2026-06-30,39,Auckland,74,4337,0.802,0.121,16195,7272,2235,59,0.818,0.076,0.572,0.317,0.035,0.079,0.107,0.068,118609,0.374,3,15,4,0,0
C00465,2026-06-30,42,Waikato,85,7407,0.678,0.207,10616,2844,6299,83,0.929,0.0,0.406,0.452,0.084,0.041,0.075,0.032,78105,0.571,1,21,5,1,1
C00466,2026-06-30,38,Canterbury,59,5168,0.61,0.28,5893,1020,5751,96,0.881,0.027,0.414,0.546,0.101,0.042,0.093,0.059,111029,0.691,2,23,4,0,0
C00467,2026-06-30,51,Waikato,99,4595,0.838,0.2,14015,8057,2762,59,0.823,0.032,0.501,0.282,0.076,0.111,0.009,0.063,118506,0.333,4,15,4,0,0
C00468,2026-06-30,18,Waikato,6,3255,0.707,0.228,2545,857,2698,78,0.937,0.053,0.466,0.428,0.007,0.073,0.003,0.0,6790,0.253,3,25,2,0,0
C00469,2026-06-30,53,Auckland,114,5587,0.415,0.236,10850,3679,3262,34,0.232,0.439,0.505,0.208,0.021,0.028,0.046,0.037,40201,0.119,26,0,3,0,0
C00470,2026-06-30,52,Other,96,10690,1.0,0.216,13907,6653,7329,71,0.798,0.042,0.466,0.309,0.067,0.079,0.072,0.13,172189,0.284,5,12,5,1,0
C00471,2026-06-30,62,Wellington,124,4024,0.449,0.297,16740,7204,2218,40,0.297,0.421,0.44,0.284,0.034,0.012,0.133,0.08,35896,0.002,25,0,2,0,0
C00472,2026-06-30,37,Canterbury,70,7042,0.956,0.146,27548,11363,3441,63,0.852,0.091,0.533,0.247,0.033,0.086,0.05,0.066,142022,0.15,6,16,5,0,1
C00473,2026-06-30,49,Bay of Plenty,87,8267,0.878,0.146,20636,8088,4853,60,0.756,0.096,0.568,0.217,0.079,0.057,0.057,0.035,162810,0.276,2,26,5,0,0
C00474,2026-06-30,50,Canterbury,156,4795,0.522,0.267,6931,1526,1967,13,0.342,0.353,0.554,0.147,0.016,0.011,0.098,0.039,25066,0.117,32,0,1,0,0
C00475,2026-06-30,31,Canterbury,70,6147,0.652,0.182,10087,604,5843,81,0.869,0.067,0.391,0.425,0.127,0.027,0.074,0.076,42647,0.503,3,26,4,0,0
C00476,2026-06-30,37,Waikato,78,6443,0.8,0.163,7234,1566,5443,114,0.81,0.007,0.445,0.533,0.117,0.062,0.034,0.098,33577,0.539,2,22,4,0,0
C00477,2026-06-30,31,Wellington,36,4399,0.703,0.204,2376,832,3261,75,0.903,0.057,0.435,0.369,0.061,0.1,0.002,0.079,12766,0.329,2,25,2,0,1
C00478,2026-06-30,27,Auckland,64,2584,0.69,0.254,2250,612,2254,76,0.839,0.038,0.467,0.318,0.021,0.092,0.04,0.035,3169,0.263,5,14,2,0,0
C00479,2026-06-30,59,Auckland,112,4944,0.434,0.26,10322,5745,2133,14,0.25,0.386,0.528,0.151,0.0,0.021,0.075,0.13,28180,0.19,22,0,2,0,0
C00480,2026-06-30,53,Canterbury,138,15424,0.269,0.127,398379,286928,6235,37,0.758,0.009,0.48,0.327,0.123,0.006,0.084,0.27,171268,0.145,3,18,7,0,0
C00481,2026-06-30,56,Bay of Plenty,104,3831,0.312,0.326,26792,11564,1176,45,0.221,0.438,0.491,0.187,0.028,0.027,0.056,0.027,28092,0.089,39,6,3,2,0
C00482,2026-06-30,55,Other,172,13103,0.544,0.222,89242,58821,4754,68,0.837,0.06,0.481,0.307,0.162,0.031,0.142,0.337,221062,0.162,3,14,8,1,0
C00483,2026-06-30,54,Waikato,161,4296,0.556,0.287,20160,10452,2652,42,0.36,0.423,0.557,0.156,0.004,0.0,0.083,0.044,33091,0.139,23,7,2,0,0
C00484,2026-06-30,50,Other,142,5382,0.332,0.299,4846,2389,3139,28,0.335,0.371,0.497,0.251,0.057,0.043,0.134,0.086,0,0.346,15,4,2,0,0
C00485,2026-06-30,51,Bay of Plenty,126,13969,0.493,0.096,38486,30068,6435,53,0.661,0.104,0.436,0.287,0.169,0.027,0.104,0.28,657450,0.21,4,10,6,0,0
C00486,2026-06-30,24,Canterbury,47,3854,0.793,0.304,3041,547,2381,81,0.874,0.001,0.472,0.332,0.045,0.084,0.042,0.029,0,0.379,3,29,2,0,0
C00487,2026-06-30,23,Auckland,8,2445,0.666,0.248,4127,1234,2123,83,1.0,0.042,0.458,0.368,0.026,0.104,0.081,0.018,7946,0.316,2,14,1,0,0
C00488,2026-06-30,33,Auckland,112,9187,0.63,0.176,9840,1798,6997,113,0.804,0.001,0.438,0.444,0.109,0.014,0.068,0.053,60997,0.703,3,23,4,0,0
C00489,2026-06-30,37,Canterbury,75,7447,0.822,0.104,14863,8364,4669,70,0.866,0.093,0.494,0.26,0.016,0.076,0.061,0.05,82133,0.183,3,16,5,0,0
C00490,2026-06-30,44,Canterbury,125,6684,0.796,0.135,18849,8693,3325,65,0.882,0.09,0.417,0.348,0.063,0.076,0.076,0.111,445107,0.341,3,21,6,0,0
C00491,2026-06-30,27,Bay of Plenty,20,3525,0.563,0.127,1732,333,2908,70,0.968,0.0,0.429,0.408,0.062,0.078,0.021,0.076,7228,0.385,3,20,1,0,0
C00492,2026-06-30,33,Auckland,61,3477,0.711,0.143,3284,750,2763,90,1.0,0.0,0.551,0.302,0.016,0.098,0.035,0.066,10419,0.442,3,32,2,1,1
C00493,2026-06-30,18,Waikato,6,3638,0.915,0.299,6266,1295,2667,84,0.925,0.084,0.425,0.286,0.06,0.132,0.033,0.033,0,0.242,4,13,1,1,0
C00494,2026-06-30,36,Canterbury,64,2746,0.86,0.288,1833,465,2396,78,1.0,0.05,0.464,0.401,0.009,0.062,0.058,0.02,12321,0.423,2,27,2,1,0
C00495,2026-06-30,22,Auckland,53,4372,0.685,0.216,2329,323,3396,65,0.874,0.066,0.557,0.289,0.031,0.084,0.076,0.069,17272,0.381,2,26,1,0,0
C00496,2026-06-30,21,Bay of Plenty,42,2621,0.87,0.208,1697,591,1851,64,0.958,0.108,0.474,0.396,0.024,0.064,0.084,0.06,0,0.304,2,23,4,0,0
C00497,2026-06-30,38,Waikato,98,6850,0.793,0.138,29736,17630,4845,83,0.834,0.168,0.447,0.309,0.017,0.059,0.0,0.106,325475,0.167,4,21,5,0,0
C00498,2026-06-30,59,Waikato,200,12437,0.375,0.182,80165,47851,4149,48,0.649,0.0,0.568,0.247,0.124,0.059,0.074,0.26,92408,0.316,7,3,6,0,0
C00499,2026-06-30,45,Other,89,6568,0.887,0.105,11438,3082,4701,51,0.906,0.0,0.418,0.222,0.071,0.097,0.019,0.139,81498,0.282,2,14,4,0,0
C00500,2026-06-30,42,Wellington,105,4593,1.0,0.114,14553,8589,2343,63,0.816,0.132,0.522,0.208,0.02,0.083,0.082,0.039,46181,0.326,5,13,4,0,0
C00501,2026-06-30,58,Bay of Plenty,121,3870,0.376,0.368,10759,4308,2516,51,0.235,0.454,0.474,0.214,0.015,0.041,0.108,0.046,37443,0.108,32,6,3,1,0
C00502,2026-06-30,23,Auckland,66,9947,0.653,0.249,6652,133,9501,95,0.953,0.04,0.382,0.524,0.132,0.028,0.078,0.015,84490,0.686,1,30,4,2,0
C00503,2026-06-30,44,Wellington,105,5774,0.935,0.108,38984,19357,4161,66,0.821,0.126,0.533,0.206,0.093,0.065,0.009,0.068,81759,0.244,5,27,4,0,0
C00504,2026-06-30,54,Canterbury,115,3697,0.206,0.32,7992,3567,2081,35,0.32,0.407,0.539,0.103,0.007,0.019,0.061,0.037,20940,0.117,21,8,2,0,0
C00505,2026-06-30,46,Wellington,170,10499,0.584,0.183,143471,115136,3202,35,0.744,0.039,0.517,0.333,0.138,0.026,0.122,0.267,201965,0.11,3,15,5,0,0
C00506,2026-06-30,56,Wellington,153,4087,0.408,0.248,7831,3883,1956,27,0.398,0.329,0.549,0.15,0.001,0.0,0.099,0.045,19403,0.0,25,4,2,0,0
C00507,2026-06-30,42,Waikato,114,6907,0.929,0.172,35252,19816,3559,56,0.82,0.085,0.425,0.307,0.056,0.034,0.073,0.028,0,0.23,4,22,3,0,0
C00508,2026-06-30,25,Other,21,3587,0.715,0.281,3854,1376,2889,55,0.914,0.078,0.462,0.257,0.052,0.073,0.045,0.078,7936,0.326,4,31,2,0,0
C00509,2026-06-30,34,Canterbury,89,5647,0.808,0.162,10276,5843,3625,53,0.733,0.102,0.407,0.231,0.05,0.081,0.038,0.148,40932,0.262,3,21,5,0,0
C00510,2026-06-30,53,Other,194,15048,0.458,0.236,211112,119306,4489,56,0.775,0.043,0.483,0.338,0.122,0.033,0.158,0.353,0,0.405,4,11,4,0,0
C00511,2026-06-30,18,Bay of Plenty,1,4433,0.748,0.266,4323,1149,3804,91,0.911,0.04,0.453,0.327,0.007,0.087,0.041,0.01,5889,0.269,3,27,1,1,0
C00512,2026-06-30,51,Wellington,164,19162,0.499,0.202,93247,69354,6658,71,0.841,0.049,0.373,0.341,0.089,0.041,0.184,0.293,123623,0.123,4,3,7,0,0
C00513,2026-06-30,38,Other,65,7150,0.876,0.143,15860,6545,4012,65,0.916,0.077,0.504,0.241,0.072,0.098,0.099,0.016,219410,0.475,3,13,4,1,0
C00514,2026-06-30,61,Auckland,85,2779,0.512,0.317,9321,3183,1031,15,0.246,0.314,0.469,0.184,0.063,0.028,0.083,0.069,41186,0.0,20,2,2,0,0
C00515,2026-06-30,60,Wellington,171,3206,0.409,0.322,19164,6279,1866,21,0.368,0.364,0.513,0.207,0.042,0.023,0.067,0.06,49010,0.155,20,0,2,0,0
C00516,2026-06-30,19,Bay of Plenty,1,4664,0.596,0.148,3027,925,4179,69,0.977,0.084,0.481,0.341,0.078,0.092,0.049,0.044,5664,0.192,2,20,3,1,0
C00517,2026-06-30,21,Other,42,2885,0.692,0.371,4264,1498,2520,73,0.954,0.067,0.542,0.42,0.049,0.086,0.027,0.0,5587,0.33,3,15,1,2,0
C00518,2026-06-30,37,Bay of Plenty,114,5641,0.704,0.174,17975,6257,3709,54,0.797,0.1,0.477,0.275,0.035,0.083,0.025,0.034,86189,0.348,3,14,4,1,0
C00519,2026-06-30,42,Auckland,123,6502,0.835,0.181,11406,6317,2649,80,0.813,0.097,0.525,0.302,0.04,0.05,0.072,0.092,266616,0.263,2,18,5,0,0
C00520,2026-06-30,52,Other,156,11797,0.415,0.253,95146,59722,3539,50,0.736,0.0,0.488,0.284,0.141,0.053,0.086,0.276,317085,0.103,6,17,6,0,0
C00521,2026-06-30,48,Bay of Plenty,133,4083,0.527,0.372,30568,12052,2516,21,0.236,0.364,0.529,0.094,0.008,0.0,0.088,0.025,0,0.0,32,4,1,0,0
C00522,2026-06-30,36,Other,67,7684,0.812,0.074,23621,10302,4916,57,0.774,0.089,0.49,0.235,0.043,0.097,0.054,0.047,94606,0.074,2,19,3,0,0
C00523,2026-06-30,40,Bay of Plenty,91,4367,0.814,0.103,13795,4500,2542,61,0.932,0.121,0.481,0.222,0.049,0.083,0.065,0.059,216306,0.396,5,13,5,0,0
C00524,2026-06-30,18,Bay of Plenty,6,3326,0.729,0.281,1626,419,2112,70,0.919,0.092,0.437,0.361,0.06,0.095,0.058,0.051,5608,0.306,3,30,2,0,0
C00525,2026-06-30,18,Bay of Plenty,6,3051,0.701,0.072,3340,1164,2370,70,0.786,0.027,0.509,0.366,0.046,0.106,0.02,0.042,0,0.362,5,28,2,0,0
C00526,2026-06-30,51,Waikato,77,3338,0.533,0.345,15708,6234,1326,16,0.234,0.412,0.594,0.189,0.019,0.0,0.075,0.091,0,0.101,44,7,4,0,0
C00527,2026-06-30,38,Bay of Plenty,139,8555,0.866,0.035,13663,9616,6430,47,0.697,0.063,0.54,0.311,0.032,0.074,0.03,0.051,212835,0.172,3,20,3,1,0
C00528,2026-06-30,39,Other,54,7727,0.705,0.058,19918,10614,3918,47,0.925,0.087,0.394,0.298,0.074,0.056,0.06,0.067,215914,0.212,5,20,3,0,0
C00529,2026-06-30,18,Wellington,6,3836,0.631,0.211,3442,972,3218,87,0.969,0.023,0.449,0.415,0.068,0.058,0.025,0.055,0,0.527,3,21,2,0,0
C00530,2026-06-30,37,Canterbury,119,5149,0.9,0.191,27842,7962,2841,77,0.883,0.173,0.535,0.188,0.043,0.054,0.086,0.116,137142,0.127,6,21,3,1,0
C00531,2026-06-30,18,Other,6,4266,0.735,0.29,6285,191,3427,82,1.0,0.0,0.476,0.348,0.035,0.064,0.063,0.018,2798,0.266,5,25,1,0,0
C00532,2026-06-30,42,Canterbury,104,5863,0.941,0.076,15312,7777,3298,60,0.786,0.111,0.524,0.304,0.049,0.059,0.033,0.106,0,0.384,4,19,5,1,0
C00533,2026-06-30,38,Waikato,58,8874,0.696,0.334,6259,277,8316,99,0.748,0.047,0.398,0.425,0.103,0.072,0.09,0.076,0,0.689,2,19,4,3,0
C00534,2026-06-30,52,Auckland,81,5796,0.687,0.157,12568,6117,3007,77,0.812,0.09,0.44,0.321,0.036,0.069,0.07,0.114,81064,0.242,2,25,4,0,0
C00535,2026-06-30,47,Other,122,20267,0.569,0.229,98642,57494,6472,55,0.701,0.065,0.584,0.25,0.116,0.01,0.079,0.277,456529,0.261,4,21,7,0,0
C00536,2026-06-30,30,Other,53,8849,0.525,0.18,7849,317,8340,111,0.962,0.005,0.398,0.518,0.15,0.057,0.054,0.003,0,0.668,2,34,4,5,1
C00537,2026-06-30,39,Bay of Plenty,74,5577,0.95,0.095,27664,13920,3045,42,0.686,0.042,0.5,0.269,0.018,0.033,0.019,0.087,991550,0.153,3,15,3,1,1
C00538,2026-06-30,41,Auckland,55,5152,0.771,0.182,11885,3902,3272,73,0.839,0.106,0.553,0.249,0.067,0.04,0.06,0.138,136574,0.249,3,15,4,0,0
C00539,2026-06-30,57,Bay of Plenty,166,12868,0.573,0.197,138528,91931,4656,72,0.764,0.064,0.469,0.207,0.09,0.067,0.063,0.311,76606,0.216,6,12,5,0,0
C00540,2026-06-30,30,Canterbury,28,4682,0.764,0.22,1704,404,3904,82,0.849,0.01,0.456,0.313,0.013,0.095,0.085,0.022,0,0.366,4,33,3,1,0
C00541,2026-06-30,57,Other,109,4469,0.444,0.283,16400,8505,2842,28,0.268,0.409,0.587,0.108,0.001,0.042,0.161,0.029,0,0.0,35,0,1,0,0
C00542,2026-06-30,45,Wellington,114,10518,0.971,0.082,18880,9801,6597,51,0.931,0.162,0.382,0.333,0.05,0.049,0.083,0.055,48821,0.576,4,15,5,0,0
C00543,2026-06-30,32,Waikato,9,2878,0.549,0.17,1842,557,2142,88,0.914,0.126,0.373,0.431,0.011,0.099,0.055,0.0,0,0.431,2,22,2,1,0
C00544,2026-06-30,29,Waikato,50,3678,0.71,0.199,2384,257,3173,94,0.934,0.027,0.44,0.302,0.042,0.101,0.067,0.025,6741,0.212,2,25,1,1,0
C00545,2026-06-30,30,Canterbury,114,7876,0.502,0.176,12348,1543,6603,99,0.903,0.004,0.454,0.46,0.156,0.012,0.086,0.015,88593,0.747,1,29,4,2,0
C00546,2026-06-30,36,Other,80,7903,0.885,0.106,9297,4580,3758,63,0.75,0.064,0.463,0.253,0.05,0.042,0.051,0.049,277908,0.149,2,14,4,0,0
C00547,2026-06-30,24,Wellington,1,3463,0.801,0.261,3206,910,2276,69,0.956,0.0,0.403,0.404,0.051,0.056,0.056,0.035,10520,0.419,3,14,2,1,0
C00548,2026-06-30,33,Waikato,61,8319,0.826,0.181,8007,2829,4671,68,0.797,0.034,0.546,0.272,0.055,0.05,0.001,0.068,205061,0.262,5,19,4,0,0
C00549,2026-06-30,29,Canterbury,1,2606,0.637,0.19,3243,660,1982,58,0.84,0.09,0.488,0.305,0.037,0.082,0.026,0.0,9486,0.318,2,24,2,1,1
C00550,2026-06-30,34,Bay of Plenty,44,9974,0.817,0.208,9749,1801,9225,94,0.913,0.095,0.389,0.439,0.133,0.054,0.065,0.106,74960,0.698,2,31,4,1,0
C00551,2026-06-30,25,Waikato,21,3590,0.718,0.245,1865,283,2904,61,1.0,0.012,0.498,0.334,0.049,0.087,0.04,0.002,8796,0.305,5,22,1,1,0
C00552,2026-06-30,36,Waikato,47,2934,0.72,0.199,2794,977,2353,67,0.937,0.111,0.512,0.345,0.0,0.061,0.017,0.013,7740,0.525,4,29,2,0,0
C00553,2026-06-30,28,Waikato,74,6659,0.723,0.259,4617,1052,6133,100,0.856,0.025,0.408,0.544,0.139,0.057,0.132,0.101,101704,0.744,1,34,6,2,0
C00554,2026-06-30,39,Waikato,81,7080,0.825,0.169,7737,155,5825,71,0.698,0.048,0.419,0.521,0.082,0.017,0.035,0.112,156180,0.739,2,27,4,1,0
C00555,2026-06-30,59,Wellington,158,14561,0.654,0.145,200420,111016,3732,35,0.71,0.044,0.462,0.391,0.159,0.014,0.119,0.274,202877,0.229,8,13,6,0,0
C00556,2026-06-30,24,Auckland,53,2635,0.591,0.268,5545,825,2116,73,1.0,0.089,0.489,0.408,0.038,0.079,0.003,0.019,2645,0.389,4,28,2,0,0
C00557,2026-06-30,42,Waikato,78,6085,0.804,0.19,12559,384,5142,100,0.806,0.021,0.399,0.447,0.092,0.033,0.063,0.039,222074,0.669,2,35,3,0,0
C00558,2026-06-30,22,Waikato,22,2087,0.801,0.273,2598,818,1724,72,0.843,0.085,0.455,0.389,0.028,0.112,0.072,0.027,10612,0.219,3,19,3,0,0
C00559,2026-06-30,34,Auckland,80,6484,0.938,0.049,16769,11003,4085,93,0.923,0.0,0.507,0.247,0.057,0.098,0.074,0.092,222833,0.144,5,19,2,1,1
C00560,2026-06-30,19,Waikato,16,5104,0.676,0.221,1522,486,3620,81,0.869,0.12,0.43,0.347,0.035,0.12,0.038,0.043,5329,0.262,2,24,2,1,0
C00561,2026-06-30,54,Bay of Plenty,165,24769,0.627,0.22,69670,49202,8546,32,0.82,0.111,0.51,0.256,0.121,0.037,0.148,0.311,126226,0.135,7,15,5,0,0
C00562,2026-06-30,25,Waikato,90,5441,0.573,0.201,9532,2274,4170,91,0.842,0.126,0.483,0.463,0.1,0.036,0.083,0.018,57649,0.521,1,31,5,1,0
C00563,2026-06-30,44,Auckland,69,8775,0.885,0.02,8140,3192,6070,34,0.853,0.109,0.505,0.291,0.068,0.059,0.0,0.058,216415,0.394,3,18,4,0,0
C00564,2026-06-30,19,Auckland,8,4531,0.777,0.253,4521,952,3504,81,0.89,0.094,0.456,0.348,0.041,0.083,0.084,0.0,7692,0.283,2,23,2,0,0
C00565,2026-06-30,35,Auckland,65,7572,0.807,0.244,14082,2949,5704,85,0.909,0.027,0.336,0.417,0.124,0.014,0.037,0.08,131032,0.577,2,19,4,1,0
C00566,2026-06-30,56,Canterbury,148,3718,0.329,0.37,7540,3381,2113,27,0.286,0.393,0.548,0.234,0.011,0.059,0.092,0.09,22019,0.134,15,5,2,0,0
C00567,2026-06-30,53,Waikato,157,2915,0.393,0.345,21121,5583,1288,16,0.272,0.468,0.418,0.236,0.016,0.005,0.109,0.039,18495,0.227,17,0,2,0,0
C00568,2026-06-30,31,Bay of Plenty,74,5241,0.786,0.073,7969,4299,2928,69,0.77,0.153,0.485,0.278,0.056,0.083,0.019,0.055,97543,0.237,4,20,4,0,0
C00569,2026-06-30,57,Bay of Plenty,135,4750,0.368,0.371,13137,4882,2726,21,0.26,0.44,0.481,0.216,0.018,0.067,0.071,0.045,76103,0.116,15,7,2,1,0
C00570,2026-06-30,51,Canterbury,127,3680,0.59,0.298,25542,10813,2124,17,0.255,0.468,0.482,0.229,0.031,0.046,0.081,0.004,15095,0.064,24,7,2,0,0
C00571,2026-06-30,58,Other,125,17777,0.546,0.184,110985,61267,6427,55,0.785,0.005,0.48,0.292,0.129,0.026,0.081,0.241,376292,0.041,8,7,6,0,0
C00572,2026-06-30,36,Wellington,1,4146,0.58,0.252,2611,674,3277,63,0.908,0.037,0.41,0.305,0.036,0.085,0.038,0.043,0,0.166,3,25,2,2,0
C00573,2026-06-30,51,Canterbury,139,14122,0.457,0.214,90384,55451,4930,43,0.828,0.026,0.46,0.348,0.127,0.044,0.111,0.319,241129,0.23,4,15,7,0,0
C00574,2026-06-30,39,Canterbury,72,5549,0.871,0.197,12384,5411,3414,72,0.769,0.0,0.456,0.29,0.058,0.066,0.087,0.086,0,0.269,3,11,4,0,0
C00575,2026-06-30,66,Bay of Plenty,155,3746,0.462,0.259,5086,1706,1870,15,0.267,0.36,0.413,0.216,0.022,0.011,0.168,0.063,19281,0.323,19,16,2,0,0
C00576,2026-06-30,25,Canterbury,90,6644,0.659,0.184,14817,2448,5824,79,0.879,0.094,0.414,0.4,0.092,0.033,0.066,0.03,183260,0.611,2,34,4,1,0
C00577,2026-06-30,52,Bay of Plenty,143,26353,0.501,0.174,219892,153495,8099,53,0.711,0.0,0.508,0.223,0.139,0.068,0.149,0.339,154561,0.389,4,19,6,0,0
C00578,2026-06-30,43,Waikato,124,5646,0.661,0.212,5927,643,3240,92,0.866,0.177,0.453,0.425,0.096,0.034,0.116,0.03,64613,0.688,1,31,3,0,0
C00579,2026-06-30,26,Other,6,3083,0.741,0.288,2603,882,2407,83,0.946,0.082,0.433,0.375,0.05,0.104,0.067,0.013,5703,0.259,4,23,2,2,0
C00580,2026-06-30,54,Bay of Plenty,139,19517,0.513,0.108,195361,126454,11010,48,0.666,0.105,0.513,0.297,0.112,0.045,0.129,0.282,161289,0.161,5,12,6,0,0
C00581,2026-06-30,25,Bay of Plenty,39,3701,0.649,0.229,1418,715,2759,76,0.944,0.0,0.388,0.309,0.032,0.105,0.051,0.05,8194,0.351,5,26,2,0,0
C00582,2026-06-30,35,Wellington,82,6144,0.984,0.152,14230,6964,2958,70,0.842,0.074,0.495,0.31,0.071,0.092,0.08,0.041,170975,0.21,2,22,4,0,0
C00583,2026-06-30,25,Auckland,7,4280,0.743,0.246,5538,2019,3632,79,0.945,0.059,0.418,0.37,0.016,0.113,0.027,0.041,10205,0.459,3,20,2,1,0
C00584,2026-06-30,42,Canterbury,74,7289,0.897,0.044,13828,6493,3309,69,0.904,0.047,0.459,0.305,0.055,0.078,0.024,0.11,124904,0.155,5,17,3,1,0
C00585,2026-06-30,41,Waikato,71,6675,0.93,0.088,13812,3534,3033,76,0.883,0.081,0.449,0.205,0.056,0.079,0.004,0.095,133882,0.202,3,13,3,0,1
C00586,2026-06-30,28,Wellington,108,5792,0.929,0.071,13777,5829,3552,71,0.83,0.03,0.435,0.249,0.057,0.055,0.03,0.055,872642,0.392,3,23,5,0,0
C00587,2026-06-30,30,Auckland,30,3190,0.719,0.271,3220,1161,2466,73,0.895,0.0,0.45,0.304,0.025,0.099,0.004,0.021,10052,0.374,4,32,1,0,0
C00588,2026-06-30,22,Wellington,44,5266,0.738,0.317,7544,1147,3324,75,0.877,0.014,0.426,0.299,0.067,0.095,0.083,0.0,4349,0.311,3,20,1,0,0
C00589,2026-06-30,59,Auckland,118,3899,0.365,0.387,17976,7960,2265,21,0.315,0.439,0.557,0.144,0.0,0.02,0.072,0.031,23537,0.299,23,0,3,2,0
C00590,2026-06-30,41,Waikato,65,9531,0.656,0.228,10884,218,9690,105,0.822,0.146,0.329,0.549,0.082,0.036,0.118,0.04,0,0.767,1,32,2,2,1
C00591,2026-06-30,36,Other,98,4852,0.916,0.109,9923,5501,3155,62,0.714,0.104,0.447,0.276,0.117,0.072,0.019,0.065,249476,0.311,2,21,5,0,0
C00592,2026-06-30,46,Other,159,13997,0.475,0.19,156834,79557,6248,52,0.802,0.058,0.47,0.276,0.146,0.03,0.129,0.225,125932,0.13,6,11,6,0,0
C00593,2026-06-30,45,Wellington,94,5747,0.87,0.056,13435,6397,3845,70,0.706,0.09,0.468,0.19,0.038,0.069,0.023,0.137,108324,0.096,3,17,4,0,0
C00594,2026-06-30,46,Waikato,106,5086,0.941,0.031,18356,7264,3329,68,0.857,0.117,0.506,0.19,0.054,0.071,0.033,0.069,0,0.062,5,15,5,0,0
C00595,2026-06-30,56,Canterbury,200,16459,0.647,0.227,133236,108318,5887,57,0.738,0.07,0.626,0.18,0.126,0.057,0.149,0.233,151592,0.421,5,12,5,0,0
C00596,2026-06-30,52,Bay of Plenty,178,17289,0.539,0.104,161755,110982,6600,54,0.651,0.138,0.454,0.384,0.116,0.017,0.149,0.318,126779,0.215,4,16,4,0,0
C00597,2026-06-30,41,Waikato,54,6826,0.748,0.178,9654,617,6511,91,0.754,0.035,0.397,0.468,0.127,0.045,0.059,0.039,42385,0.558,2,24,3,0,0
C00598,2026-06-30,40,Waikato,109,4245,0.745,0.276,16576,4720,2841,67,0.947,0.1,0.414,0.465,0.119,0.066,0.107,0.025,56013,0.632,2,28,3,0,0
C00599,2026-06-30,35,Canterbury,90,5469,0.957,0.107,22312,10283,3578,51,0.845,0.135,0.539,0.268,0.08,0.063,0.069,0.111,224162,0.208,3,16,5,1,0
