customer_id,segment_id,segment_name,assignment_confidence,distance_to_center,snapshot_date,age,region,relationship_months,avg_monthly_inflow_6m,salary_inflow_ratio,inflow_cv_6m,avg_balance_6m,min_balance_6m,avg_monthly_spend_6m,monthly_txn_count_6m,digital_txn_ratio,cash_withdrawal_ratio,essential_spend_ratio,discretionary_spend_ratio,travel_spend_ratio,education_spend_ratio,business_merchant_ratio,investment_contribution_ratio,loan_balance,credit_card_utilisation,days_since_last_txn,monthly_app_logins_3m,products_held,overdraft_events_6m,late_payment_events_12m
C00742,5,Low Digital Engagement and Cash-Oriented,0.5581819390112943,2.2869051161171763,2026-06-30,53,Wellington,113,3734,0.328,0.24,5555,2902,2750,26,0.258,0.431,0.587,0.159,0.039,0.071,0.105,0.038,0,0.249,29,0,3,0,0
C00743,5,Low Digital Engagement and Cash-Oriented,0.6203272797652478,1.8728712830733398,2026-06-30,60,Auckland,134,3461,0.565,0.258,7982,2241,1983,36,0.305,0.457,0.502,0.203,0.046,0.0,0.147,0.011,16915,0.079,25,4,2,0,0
C00744,3,High Spend Credit Active,0.5601036931641407,1.8304030385067789,2026-06-30,33,Other,143,6963,0.786,0.174,14957,4600,5644,79,0.838,0.018,0.424,0.416,0.076,0.048,0.076,0.117,111958,0.747,2,28,3,0,0
C00745,6,Stable Salary Builders,0.5376143119468819,1.8225677195078112,2026-06-30,33,Waikato,107,5957,0.93,0.224,19841,10025,3228,62,0.941,0.114,0.438,0.264,0.067,0.089,0.06,0.069,240340,0.127,2,24,4,0,0
C00746,3,High Spend Credit Active,0.5926107170028171,1.6522496797064001,2026-06-30,35,Bay of Plenty,71,7428,0.625,0.242,12825,4376,4495,92,0.76,0.0,0.46,0.46,0.13,0.038,0.09,0.075,154742,0.677,1,22,4,0,0
C00747,6,Stable Salary Builders,0.5866531052588831,1.5662149601290776,2026-06-30,52,Canterbury,101,4593,0.953,0.077,19061,11515,2929,84,0.795,0.0,0.496,0.236,0.055,0.059,0.049,0.057,0,0.309,3,18,3,0,0
C00748,2,Emerging Digital Everyday,0.5552785050563388,1.8741502654383222,2026-06-30,18,Bay of Plenty,6,2827,0.749,0.286,2500,580,1836,69,0.933,0.045,0.483,0.407,0.033,0.091,0.072,0.0,4848,0.372,6,29,1,1,0
C00749,1,Affluent Investors,0.6548722007841393,1.3359444520033776,2026-06-30,45,Auckland,139,17602,0.516,0.254,115903,70979,6374,41,0.736,0.054,0.583,0.302,0.155,0.024,0.11,0.275,295611,0.174,9,11,6,0,0
C00750,3,High Spend Credit Active,0.5938764969238621,1.6455118711668686,2026-06-30,42,Waikato,88,8414,0.713,0.19,11569,3626,6759,104,0.802,0.087,0.34,0.516,0.087,0.078,0.084,0.039,94367,0.645,1,20,3,1,0
C00751,4,High Spend and Frequent Overdraft,0.6456631761960877,1.3964362615933055,2026-06-30,32,Canterbury,71,7704,0.603,0.175,6892,582,6709,101,0.856,0.09,0.39,0.488,0.157,0.061,0.011,0.045,52645,0.706,2,32,5,3,1
C00752,2,Emerging Digital Everyday,0.5494058943788587,1.908022461598639,2026-06-30,18,Canterbury,6,2503,0.884,0.179,2826,879,2294,85,0.831,0.015,0.456,0.432,0.053,0.077,0.022,0.019,6074,0.421,3,19,1,0,0
C00753,2,Emerging Digital Everyday,0.6473904545736128,1.3851968329845679,2026-06-30,21,Other,42,3180,0.743,0.276,5725,1639,2658,65,0.974,0.039,0.427,0.398,0.056,0.112,0.015,0.036,6117,0.391,3,30,3,0,0
C00754,1,Affluent Investors,0.6300798056657066,1.4577424183836167,2026-06-30,62,Waikato,140,18193,0.584,0.111,129323,84276,7480,54,0.824,0.041,0.483,0.305,0.144,0.012,0.116,0.282,0,0.27,4,14,7,0,0
C00755,1,Affluent Investors,0.6520360943097014,1.3496416791187307,2026-06-30,53,Wellington,163,21390,0.575,0.214,122426,89317,8120,56,0.744,0.019,0.489,0.333,0.143,0.0,0.082,0.279,418586,0.263,4,11,5,0,0
C00756,6,Stable Salary Builders,0.5782841702686262,1.6084105747657274,2026-06-30,44,Wellington,113,5975,0.932,0.045,20490,12361,3565,55,0.831,0.064,0.473,0.264,0.096,0.095,0.076,0.047,171028,0.306,4,23,4,0,0
C00757,5,Low Digital Engagement and Cash-Oriented,0.5631312993052209,2.252280724454485,2026-06-30,65,Auckland,152,3229,0.535,0.278,8299,3607,1857,12,0.359,0.424,0.469,0.133,0.015,0.028,0.09,0.033,23439,0.0,29,6,2,1,0
C00758,5,Low Digital Engagement and Cash-Oriented,0.4158964542024342,3.4410004496265896,2026-06-30,63,Bay of Plenty,141,3616,0.559,0.29,10195,3252,2255,3,0.263,0.373,0.475,0.204,0.0,0.038,0.093,0.057,27904,0.067,15,3,3,0,0
C00759,6,Stable Salary Builders,0.5257390798450582,1.888163323498289,2026-06-30,49,Wellington,98,4128,0.97,0.119,19804,10379,1977,52,0.726,0.063,0.473,0.297,0.036,0.056,0.044,0.068,74942,0.155,2,22,5,0,0
C00760,1,Affluent Investors,0.572089363860669,1.762449527121414,2026-06-30,48,Other,168,21805,0.463,0.178,119320,87076,10467,52,0.756,0.089,0.467,0.302,0.157,0.074,0.117,0.217,109596,0.241,6,16,6,0,0
C00761,1,Affluent Investors,0.5515900186736401,1.877609172933844,2026-06-30,59,Other,149,13628,0.467,0.23,124474,75185,4664,31,0.819,0.0,0.492,0.275,0.15,0.046,0.139,0.222,69195,0.36,4,22,6,0,0
C00762,6,Stable Salary Builders,0.4852497555127939,2.123515771128723,2026-06-30,50,Other,86,6054,0.81,0.125,33183,18700,2445,59,0.888,0.114,0.455,0.17,0.06,0.058,0.112,0.098,84244,0.2,2,21,2,0,0
C00763,2,Emerging Digital Everyday,0.43585266858873706,2.645637247609907,2026-06-30,31,Auckland,1,3922,0.564,0.167,3431,1060,3099,75,1.0,0.0,0.411,0.399,0.017,0.077,0.061,0.023,12850,0.418,3,16,2,2,1
C00764,6,Stable Salary Builders,0.5272355300634501,1.8798161995854925,2026-06-30,41,Waikato,98,4760,0.958,0.124,16693,9550,2775,62,0.791,0.03,0.331,0.384,0.032,0.072,0.072,0.116,57508,0.379,7,21,4,0,0
C00765,4,High Spend and Frequent Overdraft,0.5451616206999655,1.9365121882050746,2026-06-30,45,Auckland,90,10281,0.586,0.263,11770,1746,10255,111,0.844,0.039,0.375,0.512,0.127,0.021,0.076,0.0,49447,0.8,2,20,3,1,1
C00766,2,Emerging Digital Everyday,0.4945604155683957,2.2430655419235435,2026-06-30,23,Wellington,25,3266,0.854,0.16,1906,441,2209,68,0.847,0.0,0.358,0.477,0.074,0.067,0.025,0.0,6784,0.301,4,22,3,0,0
C00767,2,Emerging Digital Everyday,0.4837254567693167,2.3136364191596566,2026-06-30,43,Canterbury,72,6073,0.631,0.205,4584,377,4104,97,0.932,0.059,0.365,0.416,0.053,0.073,0.033,0.051,62154,0.447,1,28,3,0,0
C00768,2,Emerging Digital Everyday,0.5461115506145319,1.9271825364855328,2026-06-30,33,Bay of Plenty,66,4641,0.683,0.282,1966,678,3502,94,0.923,0.065,0.421,0.43,0.031,0.071,0.046,0.026,3634,0.117,4,21,1,0,1
C00769,6,Stable Salary Builders,0.6240658878191891,1.3846604091561605,2026-06-30,38,Waikato,70,7452,0.874,0.158,7909,3849,4941,52,0.911,0.086,0.415,0.259,0.051,0.081,0.06,0.092,0,0.371,4,16,4,0,0
C00770,2,Emerging Digital Everyday,0.5369912570516484,1.980835742221145,2026-06-30,21,Waikato,42,3141,0.838,0.165,5223,1075,2794,56,0.872,0.046,0.468,0.322,0.064,0.103,0.06,0.047,9814,0.107,5,23,2,0,0
C00771,2,Emerging Digital Everyday,0.5678871347531308,1.8026202035530068,2026-06-30,27,Waikato,51,2911,0.739,0.307,3631,753,2306,70,0.767,0.0,0.499,0.319,0.0,0.085,0.069,0.043,5766,0.226,5,26,2,0,0
C00772,2,Emerging Digital Everyday,0.6060632159303566,1.5953480066474903,2026-06-30,29,Other,65,3534,0.699,0.258,7127,1217,2583,86,0.922,0.046,0.4,0.394,0.054,0.134,0.071,0.061,0,0.174,2,25,1,0,0
C00773,1,Affluent Investors,0.46222352505951586,2.4354365797408675,2026-06-30,47,Canterbury,108,26768,0.515,0.236,68191,46266,9811,26,0.798,0.0,0.516,0.254,0.127,0.009,0.115,0.32,0,0.0,7,20,7,0,0
C00774,6,Stable Salary Builders,0.6066323923031417,1.4678663097522717,2026-06-30,38,Bay of Plenty,126,8196,0.847,0.078,16371,7760,4212,66,0.816,0.164,0.531,0.295,0.047,0.072,0.068,0.111,91227,0.328,7,17,4,0,0
C00775,6,Stable Salary Builders,0.5314864386643002,1.8562334537840681,2026-06-30,43,Wellington,112,6691,0.988,0.102,16240,5782,3682,50,0.824,0.083,0.437,0.312,0.088,0.1,0.054,0.083,223649,0.47,4,10,3,0,0
C00776,2,Emerging Digital Everyday,0.573514259671719,1.7712080326904729,2026-06-30,32,Canterbury,55,3089,0.682,0.178,1972,816,2001,71,0.895,0.032,0.444,0.351,0.057,0.073,0.031,0.025,6778,0.444,9,28,2,0,0
C00777,2,Emerging Digital Everyday,0.594656612065439,1.6558784725913238,2026-06-30,32,Wellington,13,4025,0.722,0.292,3574,634,3941,69,0.878,0.095,0.451,0.354,0.037,0.113,0.007,0.0,18593,0.228,2,27,1,0,0
C00778,1,Affluent Investors,0.5944960138985811,1.641203260544478,2026-06-30,64,Wellington,135,19880,0.472,0.255,71594,60271,5115,65,0.706,0.073,0.468,0.242,0.146,0.014,0.096,0.292,0,0.154,8,9,6,0,0
C00779,5,Low Digital Engagement and Cash-Oriented,0.5151756316275967,2.6013738737637864,2026-06-30,53,Bay of Plenty,154,3637,0.359,0.253,12203,6460,1134,8,0.198,0.403,0.462,0.209,0.0,0.007,0.123,0.046,30253,0.015,37,1,1,0,0
C00780,6,Stable Salary Builders,0.5802771420364489,1.5983070072838967,2026-06-30,35,Auckland,116,6860,0.97,0.103,13765,6454,3975,73,0.848,0.003,0.528,0.206,0.026,0.045,0.0,0.092,0,0.361,3,23,3,0,0
C00781,4,High Spend and Frequent Overdraft,0.5544422520354682,1.8826297607560252,2026-06-30,27,Other,76,13819,0.648,0.176,19286,551,11784,98,0.916,0.043,0.476,0.444,0.149,0.053,0.108,0.037,249980,0.857,2,30,4,3,0
C00782,2,Emerging Digital Everyday,0.520345604526285,2.0811516041647815,2026-06-30,26,Waikato,32,3868,0.935,0.186,2437,1036,2810,76,0.828,0.0,0.403,0.384,0.001,0.071,0.029,0.0,5533,0.506,3,24,2,0,0
C00783,4,High Spend and Frequent Overdraft,0.5170396900718067,2.1055700535654465,2026-06-30,44,Waikato,58,6154,0.737,0.27,11285,526,4430,99,0.842,0.0,0.463,0.401,0.147,0.055,0.081,0.016,0,0.597,2,29,3,3,0
C00784,2,Emerging Digital Everyday,0.4803521392790837,2.3359306901080297,2026-06-30,23,Bay of Plenty,13,3518,0.851,0.217,8473,2592,2978,40,0.821,0.055,0.442,0.251,0.049,0.102,0.035,0.068,4056,0.294,4,17,1,0,0
C00785,2,Emerging Digital Everyday,0.559861019827025,1.8479670255965728,2026-06-30,28,Auckland,31,3681,0.737,0.143,1818,505,2640,65,0.848,0.057,0.408,0.396,0.021,0.102,0.062,0.094,19538,0.219,2,23,2,0,0
C00786,6,Stable Salary Builders,0.5485207187799935,1.7635877336916965,2026-06-30,31,Wellington,112,5132,0.814,0.031,21052,8212,3405,65,0.649,0.116,0.499,0.289,0.051,0.073,0.084,0.085,0,0.426,3,26,4,0,0
C00787,1,Affluent Investors,0.6159015014529399,1.529569143922455,2026-06-30,52,Canterbury,158,18081,0.555,0.16,106928,56191,6344,40,0.797,0.172,0.428,0.356,0.127,0.0,0.125,0.261,150283,0.092,6,16,7,0,0
C00788,5,Low Digital Engagement and Cash-Oriented,0.5876678246616152,2.0850035928100272,2026-06-30,54,Auckland,150,4718,0.52,0.261,11633,4186,2598,14,0.271,0.363,0.513,0.252,0.0,0.022,0.13,0.057,8662,0.152,20,0,2,0,0
C00789,5,Low Digital Engagement and Cash-Oriented,0.5542627475264957,2.3145412357884387,2026-06-30,53,Waikato,121,3743,0.343,0.262,23073,10098,1768,32,0.356,0.314,0.43,0.242,0.039,0.0,0.098,0.068,14159,0.2,19,9,1,0,0
C00790,6,Stable Salary Builders,0.5800049794765819,1.599684714655868,2026-06-30,49,Canterbury,96,7375,0.812,0.092,18109,8977,5307,68,0.706,0.072,0.583,0.263,0.065,0.075,0.039,0.088,456603,0.066,3,13,4,0,0
C00791,1,Affluent Investors,0.5368715763572094,1.9629643309869147,2026-06-30,52,Other,176,12323,0.494,0.249,55402,35628,4042,36,0.684,0.11,0.395,0.313,0.157,0.021,0.122,0.29,0,0.337,5,20,6,0,0
C00792,6,Stable Salary Builders,0.4816201639777508,2.1455645193409283,2026-06-30,44,Wellington,46,4666,0.787,0.16,15531,9470,2492,68,0.955,0.026,0.498,0.266,0.093,0.048,0.02,0.06,189884,0.161,4,24,6,0,0
C00793,1,Affluent Investors,0.5075688041349602,2.140094934297159,2026-06-30,63,Bay of Plenty,199,18202,0.377,0.221,158946,108476,9870,76,0.684,0.067,0.486,0.256,0.147,0.044,0.127,0.332,206663,0.166,6,23,6,0,0
C00794,6,Stable Salary Builders,0.5666698407225925,1.667992316155804,2026-06-30,41,Auckland,44,5166,0.887,0.197,7521,3604,2575,46,0.868,0.031,0.474,0.248,0.066,0.06,0.042,0.097,171178,0.221,4,26,4,0,0
C00795,4,High Spend and Frequent Overdraft,0.5360997140901146,1.9900172238207747,2026-06-30,30,Canterbury,135,10512,0.627,0.248,14186,3757,8988,96,0.879,0.136,0.334,0.513,0.137,0.024,0.124,0.026,137778,0.757,2,27,3,1,2
C00796,2,Emerging Digital Everyday,0.5531535058277337,1.886365351307626,2026-06-30,21,Canterbury,1,4424,0.531,0.295,4017,1352,2931,65,0.958,0.04,0.394,0.379,0.06,0.107,0.042,0.08,42883,0.389,4,20,1,0,0
C00797,2,Emerging Digital Everyday,0.6382437744140255,1.4305282890448296,2026-06-30,18,Waikato,6,3772,0.808,0.187,5612,944,2757,73,0.848,0.048,0.492,0.328,0.049,0.097,0.069,0.055,6175,0.381,4,20,1,0,0
C00798,2,Emerging Digital Everyday,0.6502850464520405,1.3709844065773087,2026-06-30,34,Canterbury,50,3246,0.742,0.207,2482,1359,2921,74,0.844,0.054,0.451,0.354,0.035,0.06,0.018,0.006,0,0.174,4,24,3,0,0
C00799,3,High Spend Credit Active,0.6236105390079103,1.491235528026688,2026-06-30,30,Auckland,65,7005,0.687,0.203,10080,2968,6194,87,0.744,0.155,0.411,0.442,0.063,0.041,0.049,0.02,130328,0.61,2,25,4,0,0
C00800,2,Emerging Digital Everyday,0.5904094674501311,1.678713556721615,2026-06-30,21,Wellington,1,4181,0.68,0.181,2614,440,3073,77,0.84,0.078,0.526,0.393,0.015,0.121,0.015,0.075,13989,0.26,2,28,3,0,0
C00801,3,High Spend Credit Active,0.5307163487573422,2.000593688991271,2026-06-30,35,Canterbury,85,7426,0.593,0.268,10485,1005,6551,126,0.846,0.045,0.475,0.401,0.128,0.074,0.087,0.041,47714,0.71,1,20,3,1,0
C00802,1,Affluent Investors,0.612943337746086,1.544763438845017,2026-06-30,51,Other,134,18986,0.679,0.191,156107,103591,5736,41,0.734,0.082,0.475,0.297,0.142,0.05,0.094,0.365,0,0.226,7,17,5,0,0
C00803,2,Emerging Digital Everyday,0.6213318257383034,1.5160825782655347,2026-06-30,25,Bay of Plenty,20,3557,0.648,0.283,3415,1734,2824,73,0.996,0.02,0.514,0.361,0.043,0.102,0.032,0.0,6998,0.482,3,14,2,0,0
C00804,2,Emerging Digital Everyday,0.4892606919760026,2.2773887252081124,2026-06-30,32,Wellington,40,2899,0.649,0.294,5924,2126,2310,80,0.941,0.05,0.404,0.46,0.077,0.075,0.028,0.029,14529,0.372,2,15,1,1,0
C00805,3,High Spend Credit Active,0.531004445720452,1.9988799221760754,2026-06-30,30,Canterbury,92,6444,0.778,0.198,9956,828,5227,79,0.738,0.076,0.438,0.485,0.142,0.04,0.019,0.088,0,0.554,1,30,3,1,0
C00806,1,Affluent Investors,0.6389966969056255,1.4133930568645032,2026-06-30,51,Waikato,129,16348,0.572,0.166,107122,69602,7096,54,0.744,0.031,0.557,0.255,0.146,0.0,0.147,0.247,491047,0.0,6,14,5,0,0
C00807,6,Stable Salary Builders,0.6020195121593541,1.4902826769476738,2026-06-30,39,Other,92,6788,0.81,0.127,19262,7124,3942,67,0.921,0.015,0.512,0.245,0.037,0.099,0.079,0.13,192393,0.122,4,21,3,0,0
C00808,2,Emerging Digital Everyday,0.578607412497144,1.7430412355594482,2026-06-30,22,Wellington,1,2269,0.655,0.208,3084,1214,1700,60,1.0,0.062,0.463,0.335,0.041,0.087,0.044,0.055,6210,0.292,2,33,1,0,1
C00809,1,Affluent Investors,0.5127337986221185,2.108142854220509,2026-06-30,41,Bay of Plenty,164,14570,0.527,0.25,103450,75132,6984,47,0.741,0.091,0.544,0.219,0.142,0.014,0.081,0.183,251524,0.06,3,7,5,0,0
C00810,1,Affluent Investors,0.5599193267833755,1.8303094609000303,2026-06-30,56,Canterbury,158,13330,0.51,0.097,132180,84467,3612,69,0.735,0.0,0.528,0.317,0.119,0.037,0.117,0.252,0,0.237,4,9,6,0,0
C00811,1,Affluent Investors,0.6440158892003562,1.3887008622214778,2026-06-30,48,Other,104,18832,0.557,0.225,143729,94229,6862,43,0.862,0.024,0.508,0.349,0.142,0.049,0.159,0.285,223243,0.231,3,13,7,0,0
C00812,2,Emerging Digital Everyday,0.5727031274576209,1.7757169368609755,2026-06-30,18,Waikato,1,2670,0.781,0.239,3351,1827,1648,56,1.0,0.018,0.435,0.401,0.039,0.108,0.054,0.0,22611,0.218,3,29,3,0,0
C00813,6,Stable Salary Builders,0.5289855792815328,1.8700845153044565,2026-06-30,40,Bay of Plenty,78,5097,0.648,0.166,21298,12333,3326,73,0.872,0.031,0.457,0.232,0.079,0.064,0.012,0.098,0,0.355,4,15,4,0,0
C00814,1,Affluent Investors,0.4295286529502386,2.666954563705553,2026-06-30,60,Bay of Plenty,157,21676,0.532,0.097,121404,57665,10493,40,0.759,0.0,0.605,0.246,0.143,0.022,0.124,0.282,223664,0.318,4,21,7,1,0
C00815,5,Low Digital Engagement and Cash-Oriented,0.6838364203924029,1.4905706735465754,2026-06-30,62,Canterbury,113,4957,0.475,0.344,7867,3686,2429,32,0.322,0.347,0.557,0.234,0.024,0.056,0.078,0.05,30856,0.064,14,2,2,0,0
C00816,6,Stable Salary Builders,0.6055486785832993,1.4731172778889612,2026-06-30,39,Canterbury,121,5035,0.937,0.063,11761,4267,2931,80,0.791,0.037,0.452,0.282,0.063,0.038,0.016,0.071,0,0.263,2,21,3,0,0
C00817,2,Emerging Digital Everyday,0.5941015028748111,1.658853775793617,2026-06-30,23,Bay of Plenty,2,3152,0.699,0.224,4300,1066,2494,67,0.801,0.118,0.445,0.443,0.03,0.088,0.026,0.109,8259,0.258,5,20,2,0,0
C00818,5,Low Digital Engagement and Cash-Oriented,0.5483882688844408,2.356333179175403,2026-06-30,56,Waikato,94,4635,0.509,0.318,8306,4114,2151,39,0.325,0.313,0.533,0.101,0.039,0.032,0.031,0.0,32484,0.056,22,0,2,0,0
C00819,6,Stable Salary Builders,0.41908907984446947,2.5539804942984907,2026-06-30,47,Auckland,63,9049,0.857,0.063,9510,4733,5771,68,0.816,0.077,0.502,0.375,0.046,0.083,0.047,0.115,32315,0.114,3,19,3,1,0
C00820,3,High Spend Credit Active,0.6455402945060807,1.38209472641191,2026-06-30,33,Bay of Plenty,44,8271,0.727,0.144,16728,5497,6614,92,0.873,0.082,0.41,0.433,0.089,0.018,0.158,0.061,220861,0.692,2,31,4,0,0
C00821,2,Emerging Digital Everyday,0.4791762296105079,2.343739100562922,2026-06-30,28,Auckland,81,6204,0.655,0.201,2873,460,6119,72,0.927,0.076,0.396,0.328,0.024,0.09,0.078,0.018,9916,0.266,3,33,3,0,0
C00822,6,Stable Salary Builders,0.5239641778395752,1.8980944941027635,2026-06-30,32,Wellington,92,6494,0.894,0.038,20412,11308,3333,46,0.831,0.014,0.475,0.292,0.078,0.084,0.076,0.104,238191,0.157,6,27,5,0,0
C00823,2,Emerging Digital Everyday,0.5587605084152227,1.8542354413333875,2026-06-30,18,Auckland,6,3396,0.592,0.212,1683,443,2699,91,1.0,0.046,0.464,0.266,0.039,0.088,0.021,0.065,9387,0.274,5,23,3,0,0
C00824,1,Affluent Investors,0.536039257243789,1.9678607760120637,2026-06-30,56,Waikato,187,16341,0.434,0.112,222814,161720,5488,64,0.843,0.0,0.529,0.297,0.119,0.046,0.083,0.378,0,0.163,5,12,6,0,0
C00825,5,Low Digital Engagement and Cash-Oriented,0.644803511912647,1.7210891881824095,2026-06-30,51,Canterbury,149,3063,0.582,0.281,13705,6891,2056,22,0.331,0.361,0.524,0.219,0.0,0.026,0.112,0.01,14338,0.165,38,5,2,0,0
C00826,2,Emerging Digital Everyday,0.5733370664286443,1.772192466031849,2026-06-30,30,Waikato,35,4398,0.762,0.234,3519,1182,3691,80,0.959,0.057,0.492,0.311,0.0,0.091,0.059,0.033,12387,0.359,3,34,2,1,0
C00827,1,Affluent Investors,0.5099800294231198,2.1251381613727816,2026-06-30,47,Auckland,144,15827,0.609,0.277,285465,199168,5254,71,0.75,0.018,0.465,0.373,0.127,0.003,0.115,0.318,0,0.11,3,15,5,0,0
C00828,3,High Spend Credit Active,0.42023541041353946,2.7376789665588426,2026-06-30,39,Bay of Plenty,83,8302,0.647,0.355,6708,170,8540,102,0.909,0.075,0.452,0.478,0.119,0.027,0.048,0.036,73114,0.711,1,24,4,0,1
C00829,2,Emerging Digital Everyday,0.5624846016939551,1.8330728980038282,2026-06-30,34,Waikato,1,4704,0.65,0.324,4038,897,3322,62,0.847,0.049,0.524,0.347,0.043,0.131,0.03,0.088,25032,0.254,4,27,1,0,0
C00830,2,Emerging Digital Everyday,0.4764438321456177,2.3619573260793314,2026-06-30,23,Wellington,1,4375,0.453,0.135,2150,557,2534,96,0.905,0.06,0.47,0.379,0.063,0.092,0.053,0.047,12005,0.408,4,24,2,0,0
C00831,6,Stable Salary Builders,0.6236540400321107,1.386599114621886,2026-06-30,45,Wellington,72,6784,0.852,0.166,11751,5529,5279,57,0.82,0.114,0.478,0.275,0.053,0.065,0.051,0.093,141987,0.415,3,22,4,0,0
C00832,6,Stable Salary Builders,0.5274018447195862,1.8788899680543016,2026-06-30,37,Wellington,98,6794,0.789,0.173,6185,3415,3219,69,0.819,0.058,0.438,0.377,0.037,0.084,0.048,0.101,165949,0.29,2,23,3,0,0
C00833,1,Affluent Investors,0.5681303502703331,1.7843651970353205,2026-06-30,52,Canterbury,172,13463,0.447,0.149,70089,45413,4372,46,0.781,0.0,0.445,0.218,0.163,0.057,0.139,0.258,292649,0.157,6,14,7,0,0
C00834,3,High Spend Credit Active,0.5385059267127874,1.9545810677284285,2026-06-30,37,Bay of Plenty,103,10180,0.676,0.165,13673,1383,9080,77,0.75,0.133,0.456,0.471,0.103,0.066,0.05,0.076,116993,0.872,1,16,4,0,1
C00835,4,High Spend and Frequent Overdraft,0.5048839570861084,2.1815114829216578,2026-06-30,27,Wellington,79,7334,0.518,0.258,7460,409,6628,104,0.755,0.103,0.407,0.531,0.113,0.026,0.101,0.065,80791,0.867,2,29,4,1,0
C00836,3,High Spend Credit Active,0.5134147184432334,2.105257158080529,2026-06-30,50,Canterbury,77,9137,0.61,0.147,8572,2917,7788,67,0.961,0.118,0.469,0.361,0.07,0.068,0.136,0.064,199620,0.614,2,20,5,1,0
C00837,6,Stable Salary Builders,0.6311977811375482,1.3512895993569984,2026-06-30,41,Canterbury,88,7504,0.844,0.175,14076,7253,3772,42,0.929,0.022,0.483,0.278,0.049,0.071,0.0,0.058,76200,0.294,4,23,4,0,0
C00838,6,Stable Salary Builders,0.5835250511256205,1.5819155330876187,2026-06-30,33,Waikato,73,5543,0.782,0.159,7444,2637,3443,44,0.895,0.057,0.491,0.256,0.038,0.074,0.037,0.095,144638,0.401,3,25,4,0,0
C00839,1,Affluent Investors,0.5528558317551325,1.8703751496837717,2026-06-30,52,Waikato,124,19996,0.597,0.168,90561,56536,8249,62,0.768,0.024,0.537,0.254,0.086,0.033,0.118,0.255,0,0.338,5,22,5,0,0
C00840,6,Stable Salary Builders,0.5548901801772179,1.7296828344591686,2026-06-30,42,Bay of Plenty,96,6854,0.928,0.101,35957,20611,3557,70,0.861,0.123,0.502,0.267,0.046,0.072,0.028,0.082,213246,0.045,5,26,4,0,0
C00841,3,High Spend Credit Active,0.6421667929004682,1.3986405424039676,2026-06-30,38,Wellington,95,9489,0.742,0.164,10234,3313,7145,112,0.822,0.114,0.397,0.448,0.087,0.038,0.096,0.062,142157,0.52,1,20,4,0,0
C00842,6,Stable Salary Builders,0.4776354842913454,2.1699624921102605,2026-06-30,36,Wellington,115,5306,0.732,0.216,12609,8486,3055,90,0.736,0.119,0.44,0.357,0.064,0.049,0.072,0.039,142543,0.156,3,22,5,0,0
C00843,6,Stable Salary Builders,0.6397951780668625,1.311559225588467,2026-06-30,33,Wellington,71,5288,0.777,0.158,21506,8948,3377,61,0.855,0.156,0.416,0.247,0.078,0.071,0.068,0.083,86640,0.24,5,22,4,0,0
C00844,5,Low Digital Engagement and Cash-Oriented,0.538160003843216,2.430178500946867,2026-06-30,47,Wellington,98,3141,0.371,0.377,12136,4587,1373,13,0.251,0.427,0.552,0.139,0.0,0.072,0.062,0.024,18501,0.202,24,0,1,0,0
C00845,5,Low Digital Engagement and Cash-Oriented,0.5892299523307594,2.074591566703227,2026-06-30,55,Bay of Plenty,96,3124,0.363,0.336,16581,6362,1643,20,0.251,0.392,0.414,0.22,0.045,0.004,0.055,0.0,36641,0.111,34,0,3,0,0
C00846,6,Stable Salary Builders,0.6012931186286007,1.493828244291183,2026-06-30,38,Canterbury,89,6019,0.778,0.106,29107,8306,3682,40,0.854,0.036,0.518,0.313,0.06,0.037,0.059,0.069,158984,0.148,2,22,4,0,0
C00847,3,High Spend Credit Active,0.46993557238393446,2.38469123762828,2026-06-30,29,Wellington,78,8616,0.589,0.219,3665,236,7853,120,0.894,0.016,0.373,0.515,0.121,0.046,0.1,0.0,75817,0.727,1,30,5,0,0
C00848,2,Emerging Digital Everyday,0.5820657509005414,1.7240564758520198,2026-06-30,32,Wellington,44,2958,0.789,0.177,3089,1004,2454,71,0.908,0.03,0.425,0.397,0.064,0.075,0.029,0.0,6184,0.515,3,18,1,0,1
C00849,4,High Spend and Frequent Overdraft,0.5076935591710051,2.1637976219702306,2026-06-30,37,Bay of Plenty,70,6689,0.765,0.215,19196,4493,4949,82,0.778,0.066,0.443,0.431,0.133,0.042,0.06,0.018,94289,0.609,3,22,4,2,0
C00850,3,High Spend Credit Active,0.5986431599871805,1.6202669172442332,2026-06-30,33,Canterbury,91,7894,0.616,0.21,12149,2247,5993,73,0.855,0.0,0.474,0.48,0.107,0.03,0.084,0.035,130471,0.726,1,24,3,1,0
C00851,1,Affluent Investors,0.5050142909056279,2.1560182301101376,2026-06-30,55,Waikato,182,13770,0.553,0.207,274089,160060,2479,44,0.855,0.083,0.519,0.267,0.161,0.034,0.107,0.307,0,0.26,5,10,6,0,0
C00852,6,Stable Salary Builders,0.5851234248238204,1.5738823643066888,2026-06-30,38,Bay of Plenty,82,8570,0.835,0.081,9995,4636,4099,60,0.833,0.06,0.484,0.256,0.06,0.071,0.026,0.067,143855,0.082,2,21,5,0,0
C00853,2,Emerging Digital Everyday,0.5133912964421329,2.124016002671731,2026-06-30,28,Wellington,26,4603,0.826,0.234,7914,2061,3408,92,0.96,0.0,0.455,0.415,0.066,0.067,0.014,0.045,12670,0.431,2,19,2,1,0
